_id;status;expertId;createdAt;updatedAt;receivedAt
64edb73c88afda3cddd6f13d;hidden;645e30ffa922c97c7e75b476;29/08/2023;1.69343E+12;1.69343E+12
64ad3b77ff87447529522001;sent;648c5666bf50bf6e8c8e4aad;11/07/2023;1.68907E+12;
64ad3b4aff87447529522000;sent;648c5666bf50bf6e8c8e4aad;11/07/2023;1.68907E+12;
64917314be132659d9fe2248;sent;64916a32be132659d9fe2206;20/06/2023;1.68725E+12;
649172a3be132659d9fe2245;shown;64916a32be132659d9fe2206;20/06/2023;1.69358E+12;1.69357E+12
6482df91dc1d565aa6019628;sent;63f351bfbe74f3780363bc0c;09/06/2023;1.6863E+12;
6482df38dc1d565aa6019626;shown;63f351bfbe74f3780363bc0c;09/06/2023;1.68665E+12;1.68665E+12
6482de88dc1d565aa6019609;shown;63f351bfbe74f3780363bc0c;09/06/2023;1.68655E+12;1.68651E+12
6482de50dc1d565aa6019607;sent;63f351bfbe74f3780363bc0c;09/06/2023;1.6863E+12;
646cb5eade81f4250f635346;shown;646b80357818b449e7ace48f;23/05/2023;1.68501E+12;1.68501E+12
646c8586de81f4250f635311;shown;646b80357818b449e7ace48f;23/05/2023;1.68484E+12;1.68484E+12
646b67cb7818b449e7ace451;shown;645271a58eb450085c3327c2;22/05/2023;1.68537E+12;1.68511E+12
6464cab07818b449e7acd9a2;sent;645e30ffa922c97c7e75b476;17/05/2023;1.68433E+12;
6464ca2d7818b449e7acd9a1;hidden;645e30ffa922c97c7e75b476;17/05/2023;1.69384E+12;1.69384E+12
6464c6db7818b449e7acd99d;shown;645e30ffa922c97c7e75b476;17/05/2023;1.68535E+12;1.68535E+12
6464c66f7818b449e7acd99c;sent;645e30ffa922c97c7e75b476;17/05/2023;1.68433E+12;
6464c5937818b449e7acd995;shown;645e30ffa922c97c7e75b476;17/05/2023;1.68546E+12;1.68546E+12
645275568eb450085c3327cd;shown;645271a58eb450085c3327c2;03/05/2023;1.68373E+12;1.68372E+12
645274f28eb450085c3327cc;sent;645271a58eb450085c3327c2;03/05/2023;1.68313E+12;
645274a78eb450085c3327ca;shown;645271a58eb450085c3327c2;03/05/2023;1.68423E+12;1.68422E+12
644be3ff8eb450085c331ef9;hidden;644bd3498eb450085c331ebc;28/04/2023;1.68409E+12;1.68409E+12
644be2bf8eb450085c331ef6;shown;644bd3498eb450085c331ebc;28/04/2023;1.68301E+12;1.6827E+12
644be21d8eb450085c331ef4;shown;644bd3498eb450085c331ebc;28/04/2023;1.68319E+12;1.68313E+12
644be10a8eb450085c331ee6;sent;644bd3498eb450085c331ebc;28/04/2023;1.68269E+12;
644be0d98eb450085c331ee4;shown;644bd3498eb450085c331ebc;28/04/2023;1.68301E+12;1.68301E+12
641c165dd09d560320d2a972;sent;63f788217eeabc22ed2a0e41;23/03/2023;1.67956E+12;
6419a92bd09d560320d2a6cd;sent;640777e0ad121b1000e28f1e;21/03/2023;1.6794E+12;
64134e4343068357ef8426b9;hidden;641343ef43068357ef8426b0;16/03/2023;1.67905E+12;1.67905E+12
6409f905ad121b1000e29517;shown;6409e1f4ad121b1000e2945c;09/03/2023;1.67879E+12;1.67845E+12
6409f899ad121b1000e29516;shown;6409e1f4ad121b1000e2945c;09/03/2023;1.67879E+12;1.67872E+12
6408c66cad121b1000e2919d;sent;61f1afaf686cce77cc835b2f;08/03/2023;1.6783E+12;
6408c515ad121b1000e2919b;shown;61f1afaf686cce77cc835b2f;08/03/2023;1.67874E+12;1.67856E+12
6408c4b4ad121b1000e2919a;sent;61f1afaf686cce77cc835b2f;08/03/2023;1.6783E+12;
6408c480ad121b1000e29199;shown;61f1afaf686cce77cc835b2f;08/03/2023;1.67874E+12;1.67847E+12
64077d69ad121b1000e28f2a;sent;640777e0ad121b1000e28f1e;07/03/2023;1.67821E+12;
64060de5ad121b1000e28cad;hidden;63eb98e8c21e125db591c8ee;06/03/2023;1.67829E+12;1.67829E+12
64060da7ad121b1000e28ca7;sent;63eb98e8c21e125db591c8ee;06/03/2023;1.67812E+12;
64060d71ad121b1000e28ca6;sent;63eb98e8c21e125db591c8ee;06/03/2023;1.67812E+12;
6400c81e410cf44bb0d4bfae;shown;5e7615e8db8f357c02646146;02/03/2023;1.67777E+12;1.67777E+12
63fef77d410cf44bb0d4bd24;shown;63fc71f0bfac3a0e3d41bc16;01/03/2023;1.67828E+12;1.67768E+12
63fcafb49409a015887023b4;sent;601086106f28ac167974bb87;27/02/2023;1.6775E+12;
63fb83617eeabc22ed2a1bb5;sent;63fb82b27eeabc22ed2a1bb2;26/02/2023;1.67743E+12;
63f77d6c7eeabc22ed2a0e22;shown;63f61ddceae8bb0eff624f88;23/02/2023;1.67749E+12;1.67723E+12
63f77d297eeabc22ed2a0e21;shown;63f61ddceae8bb0eff624f88;23/02/2023;1.67717E+12;1.67717E+12
63f5e88d3679985c6148ad15;hidden;63416fafd66fef54e03badc7;22/02/2023;1.67707E+12;1.67707E+12
63f5e59a3679985c6148acf3;shown;63416fafd66fef54e03badc7;22/02/2023;1.67714E+12;1.67709E+12
63f5e5593679985c6148acf2;shown;63416fafd66fef54e03badc7;22/02/2023;1.67706E+12;1.67706E+12
63f384debe74f3780363bcdf;shown;63f37db6be74f3780363bcc1;20/02/2023;1.67733E+12;1.67732E+12
63f3844bbe74f3780363bcde;shown;63f37db6be74f3780363bcc1;20/02/2023;1.67699E+12;1.6769E+12
63f382bebe74f3780363bcd9;shown;63f37db6be74f3780363bcc1;20/02/2023;1.67701E+12;1.677E+12
63e5f85a79991a5c33ff6830;sent;63e54bb779991a5c33ff6787;10/02/2023;1.67602E+12;
63e50de279991a5c33ff672f;sent;63e4c62e79991a5c33ff664e;09/02/2023;1.67596E+12;
63e50ccf79991a5c33ff671c;shown;63e4c62e79991a5c33ff664e;09/02/2023;1.67724E+12;1.67724E+12
63e50ca179991a5c33ff6718;sent;63e4c62e79991a5c33ff664e;09/02/2023;1.67596E+12;
63e50c7179991a5c33ff670f;shown;63e4c62e79991a5c33ff664e;09/02/2023;1.67724E+12;1.67671E+12
63e50c2d79991a5c33ff6708;shown;63e4c62e79991a5c33ff664e;09/02/2023;1.67602E+12;1.67597E+12
63e25b850836560f1873865b;hidden;63a42bca783ece5a08668f08;07/02/2023;1.67646E+12;1.67646E+12
63e25b300836560f1873865a;sent;63a42bca783ece5a08668f08;07/02/2023;1.67578E+12;
63cfe5353d805d489fa38c85;sent;63cfe3f73d805d489fa38c80;24/01/2023;1.67457E+12;
63ce554ae4ad45260849a7e1;hidden;63ca9fbae4ad45260849a4ce;23/01/2023;1.67524E+12;1.67524E+12
63cdaf92e4ad45260849a6e7;sent;63caf640e4ad45260849a522;22/01/2023;1.67442E+12;
63b3f23f783ece5a0866a0d2;sent;638f506066eff2145f4f2cbe;03/01/2023;1.67274E+12;
63b3f171783ece5a0866a0cd;sent;63a9da80783ece5a08669523;03/01/2023;1.67274E+12;
63b3f0e9783ece5a0866a0c5;sent;63a9da80783ece5a08669523;03/01/2023;1.67274E+12;
63aafbb2783ece5a08669685;sent;628724ad8cd3654f46459a77;27/11/2022;1.67215E+12;
63aafad5783ece5a08669681;sent;628724ad8cd3654f46459a77;27/11/2022;1.67215E+12;
6399c42267f15f7b71c87127;sent;6399c09d67f15f7b71c87124;14/11/2022;1.67102E+12;
6399c40867f15f7b71c87126;hidden;6399c09d67f15f7b71c87124;14/11/2022;1.67103E+12;1.67103E+12
6399c3e367f15f7b71c87125;sent;6399c09d67f15f7b71c87124;14/11/2022;1.67102E+12;
6389ebc1d10d072727c11c4a;shown;6389df36d10d072727c11c2b;02/11/2022;1.66999E+12;1.66998E+12
6389eb43d10d072727c11c49;sent;6389df36d10d072727c11c2b;02/11/2022;1.66998E+12;
6389ea82d10d072727c11c48;sent;6389df36d10d072727c11c2b;02/11/2022;1.66998E+12;
637e40725611a441750a5bc0;sent;637e33d25611a441750a5baf;23/10/2022;1.66922E+12;
637bc6f65611a441750a58fb;sent;628724ad8cd3654f46459a77;21/10/2022;1.66906E+12;
637bc6b75611a441750a58fa;sent;628724ad8cd3654f46459a77;21/10/2022;1.66906E+12;
637bc6955611a441750a58f9;sent;628724ad8cd3654f46459a77;21/10/2022;1.66906E+12;
63664f9a63803607b5161f28;sent;6364ec5c63803607b5161db8;05/10/2022;1.66765E+12;
63664e8163803607b5161f27;sent;6364ec5c63803607b5161db8;05/10/2022;1.66765E+12;
6362438a623eed76be046435;hidden;63565b030fd435728656c7fc;02/10/2022;1.66758E+12;1.66758E+12
6357f15c623eed76be0459ec;shown;62553ef6a6a5e0544be60949;25/010/2022;1.66737E+12;1.66671E+12
635286b10fd435728656c507;sent;6346870e0fd435728656b828;21/010/2022;1.66635E+12;
634fc6be0fd435728656c1e5;sent;6331c33b86a6612f5c1fee83;19/010/2022;1.66617E+12;
633a7fb2a473c11f43214750;sent;62553ef6a6a5e0544be60949;03/010/2022;1.66478E+12;
6333132fa473c11f43213d6f;hidden;632acb1422d1f03a8a691dcf;27/09/2022;1.66429E+12;1.66429E+12
632da5b886a6612f5c1fe9ab;sent;631b522954f3b47232b1fafe;23/09/2022;1.66394E+12;
632da59f86a6612f5c1fe9a9;hidden;631b522954f3b47232b1fafe;23/09/2022;1.66417E+12;1.66417E+12
632da59186a6612f5c1fe9a8;sent;631b522954f3b47232b1fafe;23/09/2022;1.66394E+12;
6321811dd3f42949047def60;sent;6321702f17c00b0d682ddf06;14/09/2022;1.66314E+12;
6320a12517c00b0d682dde2e;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
63209fd917c00b0d682dde28;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
63209fa417c00b0d682dde27;shown;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;1.66308E+12
63209f7e17c00b0d682dde25;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
63209eb017c00b0d682dde24;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
63209e8117c00b0d682dde23;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
63209e4e17c00b0d682dde22;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
6320995217c00b0d682dde1c;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632098c217c00b0d682dde19;shown;6320906e17c00b0d682dddf9;13/09/2022;1.66325E+12;1.66315E+12
6320984517c00b0d682dde18;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632097f317c00b0d682dde17;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632097c917c00b0d682dde16;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632097a517c00b0d682dde14;hidden;6320906e17c00b0d682dddf9;13/09/2022;1.66377E+12;1.66377E+12
6320977017c00b0d682dde13;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632096d217c00b0d682dde11;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
632096b417c00b0d682dde10;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
6320969117c00b0d682dde0b;sent;6320906e17c00b0d682dddf9;13/09/2022;1.66308E+12;
6320965517c00b0d682dde0a;shown;6320906e17c00b0d682dddf9;13/09/2022;1.66325E+12;1.66325E+12
63201c1854f3b47232b20016;hidden;613ddc2624bf9a154545bfbf;13/09/2022;1.6674E+12;1.6674E+12
63201c0354f3b47232b20015;sent;613ddc2624bf9a154545bfbf;13/09/2022;1.66305E+12;
631a0088e6c71320d87ce218;hidden;6319f982e6c71320d87ce202;08/09/2022;1.66271E+12;1.66271E+12
631a005fe6c71320d87ce217;sent;6319f982e6c71320d87ce202;08/09/2022;1.66265E+12;
631896d6e6c71320d87cdfd7;sent;631777e06977227acbbbecc0;07/09/2022;1.66256E+12;
6315c3e66977227acbbbea50;hidden;5e2ef5e47ba2f4719ceb4c78;05/09/2022;1.66237E+12;1.66237E+12
6305e46647b68d445cd214e4;sent;6304abf647b68d445cd21392;24/08/2022;1.66133E+12;
62ff835547b68d445cd20f53;sent;62ff82b147b68d445cd20f52;19/08/2022;1.66091E+12;
62fcc5aa47b68d445cd20d26;shown;62d94a08f5e6794d89e1dd6e;17/08/2022;1.67446E+12;1.66073E+12
62ecea6481c5e7100419ecf2;shown;609eafbc2fd32b1293153d3d;05/08/2022;1.66323E+12;1.66323E+12
62ebd33b81c5e7100419ec3c;sent;609eafbc2fd32b1293153d3d;04/08/2022;1.65962E+12;
62e3f70eda1b4c117df1047b;shown;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;1.65911E+12
62e3f5deda1b4c117df10477;sent;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;
62e3f41eda1b4c117df10475;shown;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;1.65911E+12
62e3f30cda1b4c117df1046f;shown;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;1.65911E+12
62e3f028da1b4c117df10464;shown;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;1.65911E+12
62e3efffda1b4c117df10463;shown;62e2b981da1b4c117df10374;29/07/2022;1.65911E+12;1.65911E+12
62dcf939f5e6794d89e1e191;hidden;62dcecedf5e6794d89e1e18a;24/07/2022;1.65868E+12;1.65868E+12
62cd2f30c43a1c07852b7170;shown;62c2d07d03f9d052cb43fe42;12/07/2022;1.65761E+12;1.65761E+12
62c349de03f9d052cb43feda;sent;609eafbc2fd32b1293153d3d;04/07/2022;1.65697E+12;
62c3490103f9d052cb43fed9;sent;609eafbc2fd32b1293153d3d;04/07/2022;1.65697E+12;
62c3484203f9d052cb43fed6;sent;609eafbc2fd32b1293153d3d;04/07/2022;1.65697E+12;
62c347f403f9d052cb43fed5;sent;609eafbc2fd32b1293153d3d;04/07/2022;1.65697E+12;
62c347dd03f9d052cb43fed4;sent;609eafbc2fd32b1293153d3d;04/07/2022;1.65697E+12;
62b9cf02b92b4e1a8ec36a88;sent;609eafbc2fd32b1293153d3d;27/06/2022;1.65634E+12;
62b5ce16b92b4e1a8ec36764;shown;609eafbc2fd32b1293153d3d;24/06/2022;1.65651E+12;1.65651E+12
628c88578cd3654f46459fda;sent;628c848a8cd3654f46459fcf;24/05/2022;1.65338E+12;
628725c28cd3654f46459a78;sent;628724ad8cd3654f46459a77;20/05/2022;1.65302E+12;
627be67ef655943d90a636e6;shown;62581f77a6a5e0544be60c22;11/05/2022;1.65236E+12;1.65229E+12
62692a9f79fa1b558dd9838e;sent;6267a4c7dbfdea3ee421f3ec;27/04/2022;1.65113E+12;1.65113E+12
626929e179fa1b558dd9838c;sent;6267a4c7dbfdea3ee421f3ec;27/04/2022;1.65106E+12;
626929c679fa1b558dd9838b;shown;6267a4c7dbfdea3ee421f3ec;27/04/2022;1.65174E+12;1.65174E+12
6268fcf3e78e047aff451539;shown;623477379bdf0c49877f8994;27/04/2022;1.65122E+12;1.65115E+12
6267f7ade78e047aff4513e6;sent;62655afe14c13d7d18f8a0f7;26/04/2022;1.65098E+12;
625d68b7a6a5e0544be60ed1;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
625d687ea6a5e0544be60ed0;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
625d6854a6a5e0544be60ece;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
625d6830a6a5e0544be60ecd;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
625d67fba6a5e0544be60ecc;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
625d6017a6a5e0544be60eca;sent;623366cf9bdf0c49877f88e9;18/04/2022;1.65029E+12;
62581ccfa6a5e0544be60c1f;sent;623477379bdf0c49877f8994;14/04/2022;1.64994E+12;
62581ca3a6a5e0544be60c1e;shown;623477379bdf0c49877f8994;14/04/2022;1.65148E+12;1.65148E+12
6257e947a6a5e0544be60bf6;sent;62553ef6a6a5e0544be60949;14/04/2022;1.64993E+12;
62569155a6a5e0544be60ae5;sent;62553ef6a6a5e0544be60949;13/04/2022;1.64984E+12;
62554ebba6a5e0544be60981;sent;62553ef6a6a5e0544be60949;12/04/2022;1.64976E+12;
62554e98a6a5e0544be60980;sent;62553ef6a6a5e0544be60949;12/04/2022;1.64976E+12;
62554e7ea6a5e0544be6097f;sent;62553ef6a6a5e0544be60949;12/04/2022;1.64976E+12;
62456452c60bd00898a38866;sent;619b721e350329481522a23a;31/03/2022;1.64871E+12;
62456418c60bd00898a38865;sent;619b721e350329481522a23a;31/03/2022;1.64871E+12;
624563fbc60bd00898a38863;sent;619b721e350329481522a23a;31/03/2022;1.64871E+12;
624563d0c60bd00898a38862;sent;619b721e350329481522a23a;31/03/2022;1.64871E+12;
624563c6c60bd00898a38861;hidden;619b721e350329481522a23a;31/03/2022;1.64872E+12;1.64872E+12
623b39e48135b2295c13fed1;sent;623ae9d88135b2295c13fe51;23/03/2022;1.64805E+12;
62207b7a240f4e2730b14bfd;sent;621cb0cc240f4e2730b148f2;03/03/2022;1.6463E+12;
62207b18240f4e2730b14bfc;sent;621cb0cc240f4e2730b148f2;03/03/2022;1.6463E+12;
6217b946240f4e2730b1441d;hidden;62179818240f4e2730b143f0;24/02/2022;1.64573E+12;1.64573E+12
6214ac0f240f4e2730b14186;shown;621374f4240f4e2730b1407e;22/02/2022;1.64554E+12;1.64553E+12
6214abc3240f4e2730b14185;shown;621374f4240f4e2730b1407e;22/02/2022;1.64552E+12;1.64552E+12
6213ac31240f4e2730b140d4;sent;61e595e841979a0867313cde;21/02/2022;1.64546E+12;
6211444c40cc3e4bf3044387;sent;609eafbc2fd32b1293153d3d;19/02/2022;1.6453E+12;
62080d0495e32c4827f9bf02;shown;5e3072f27ba2f4719ceb4d90;12/02/2022;1.64485E+12;1.64485E+12
61eecc9e41979a0867314319;sent;619b721e350329481522a23a;24/01/2022;1.64304E+12;
61eecbe841979a0867314318;sent;619b721e350329481522a23a;24/01/2022;1.64304E+12;
61ed382341979a08673141bf;hidden;61ed298d41979a08673141bd;23/01/2022;1.64302E+12;1.64302E+12
61e952cc41979a0867313fd3;sent;61963a1b3503294815229f9f;20/01/2022;1.64268E+12;
61e9529d41979a0867313fd2;sent;61963a1b3503294815229f9f;20/01/2022;1.64268E+12;
61e9527b41979a0867313fd1;sent;61963a1b3503294815229f9f;20/01/2022;1.64268E+12;
61e9523c41979a0867313fd0;shown;61963a1b3503294815229f9f;20/01/2022;1.64286E+12;1.64286E+12
61e9522441979a0867313fcf;sent;61963a1b3503294815229f9f;20/01/2022;1.64268E+12;
61e9520d41979a0867313fce;shown;61963a1b3503294815229f9f;20/01/2022;1.64397E+12;1.6439E+12
61c1ff40c9f6ca32ad4fdfaa;sent;5eb95692e1feb14ac570a26c;21/11/2021;1.6401E+12;
61bf672f2314dc0c6f4ae465;sent;5e99800be1feb14ac5708ac6;19/11/2021;1.63993E+12;
61bf65eb2314dc0c6f4ae464;sent;5e99800be1feb14ac5708ac6;19/11/2021;1.63993E+12;
61b32c062314dc0c6f4adc97;shown;61a74df32314dc0c6f4ad31b;10/11/2021;1.63942E+12;1.63942E+12
61b328ae2314dc0c6f4adc94;sent;61a74df32314dc0c6f4ad31b;10/11/2021;1.63913E+12;
61ae71062314dc0c6f4ad7f6;sent;5e3072f27ba2f4719ceb4d90;06/11/2021;1.63882E+12;
61ae0fe22314dc0c6f4ad7a3;shown;61a74df32314dc0c6f4ad31b;06/11/2021;1.63896E+12;1.63896E+12
61ade0722314dc0c6f4ad759;shown;61a74df32314dc0c6f4ad31b;06/11/2021;1.6388E+12;1.63879E+12
61addec42314dc0c6f4ad754;shown;61a74df32314dc0c6f4ad31b;06/11/2021;1.63942E+12;1.63915E+12
61adde622314dc0c6f4ad752;shown;61a74df32314dc0c6f4ad31b;06/11/2021;1.63881E+12;1.63881E+12
61addc702314dc0c6f4ad74d;sent;61a74df32314dc0c6f4ad31b;06/11/2021;1.63878E+12;
61addc1c2314dc0c6f4ad74c;sent;61a74df32314dc0c6f4ad31b;06/11/2021;1.63878E+12;
61a685262314dc0c6f4ad245;sent;5e3072f27ba2f4719ceb4d90;30/10/2021;1.6383E+12;
619b5f39350329481522a22e;sent;600c33526f28ac167974ba8e;22/10/2021;1.63757E+12;
617ea4b88ffce508636e0781;sent;614318ec24bf9a154545c3d5;31/010/2021;1.63569E+12;
617c65ae8ffce508636e0699;sent;617c26528ffce508636e067a;29/010/2021;1.63554E+12;
617c64888ffce508636e0698;sent;617c26528ffce508636e067a;29/010/2021;1.63554E+12;
617c64248ffce508636e0697;sent;617c26528ffce508636e067a;29/010/2021;1.63554E+12;
617c63648ffce508636e0695;shown;617c26528ffce508636e067a;29/010/2021;1.63558E+12;1.63558E+12
617c63108ffce508636e0694;shown;617c26528ffce508636e067a;29/010/2021;1.63567E+12;1.63567E+12
61795960db8a080f37bd15a1;sent;5bc4a282f1543204a60cb0bd;27/010/2021;1.63534E+12;
61780839db8a080f37bd14f0;shown;6065c4c0c44cfd5b8e6c6724;26/010/2021;1.63595E+12;1.63595E+12
6172c832db8a080f37bd1099;sent;614318ec24bf9a154545c3d5;22/010/2021;1.63491E+12;
6172c817db8a080f37bd1098;sent;614318ec24bf9a154545c3d5;22/010/2021;1.63491E+12;
6172c7f6db8a080f37bd1097;sent;614318ec24bf9a154545c3d5;22/010/2021;1.63491E+12;
6172c7dedb8a080f37bd1096;sent;614318ec24bf9a154545c3d5;22/010/2021;1.63491E+12;
6172c7c4db8a080f37bd1095;shown;614318ec24bf9a154545c3d5;22/010/2021;1.63497E+12;1.63492E+12
617278b4db8a080f37bd103e;sent;615804cf24bf9a154545d153;22/010/2021;1.63489E+12;
61671902772fd30831cfec81;sent;61670640772fd30831cfec7a;13/010/2021;1.63415E+12;
615d76068285f9631bc2daf0;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63352E+12;
615d743f8285f9631bc2daef;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63351E+12;
615d73818285f9631bc2daee;shown;615d4fe88285f9631bc2da93;06/010/2021;1.63354E+12;1.63353E+12
615d72d28285f9631bc2daed;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63351E+12;
615d72408285f9631bc2daec;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63351E+12;
615d71178285f9631bc2daeb;shown;615d4fe88285f9631bc2da93;06/010/2021;1.63541E+12;1.63398E+12
615d70398285f9631bc2dae9;shown;615d4fe88285f9631bc2da93;06/010/2021;1.63354E+12;1.63352E+12
615d6f7f8285f9631bc2dae8;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63351E+12;
615d6f538285f9631bc2dae7;shown;615d4fe88285f9631bc2da93;06/010/2021;1.63354E+12;1.63354E+12
615d6f038285f9631bc2dae6;sent;615d4fe88285f9631bc2da93;06/010/2021;1.63351E+12;
615c3f6324bf9a154545d2fc;sent;5e83073adb8f357c02646b57;05/010/2021;1.63344E+12;
